TENANT_NAME,ZONE_NAME,APPLICATION_NAME,DOT1Q_ENABLED,VLAN_ID,POD_ID,NODE_ID,NODE_SLOT,NODE_PORT
SS,MGMT,RMT_MGMT,FALSE,20,1,1101,1,1
SS,MGMT,RMT_MGMT,FALSE,20,1,1101,1,2
SS,MGMT,RMT_MGMT,FALSE,20,1,1102,1,1
SS,MGMT,RMT_MGMT,FALSE,20,1,1102,1,2
