TENANT_NAME,VRF_NAME,GRACEFUL_CONTROL,HOLD_INTERVAL,KEEPALIVE_INTERVAL,MAX_AS_LIMIT,STALE_INTERVAL
SS,DEFAULT_VRF,helper,180,60,10,180
