TENANT_NAME,ENDPOINT_MAKE,ENDPOINT_MODEL,ENDPOINT_OS,ENDPOINT_INTERFACE_TYPE,DOMAIN_TYPE,CDP_POLICY_NAME,LLDP_POLICY_NAME,L2_POLICY_NAME,STP_POLICY_NAME,MCP_POLICY_NAME,LINK_LEVEL_POLICY_NAME
SS,NTNX,8170-G9,AHV,ILO,physical,CDP_DISABLED,LLDP_ENABLED,VLAN_LOCAL,STP_NATIVE,MCP_ENABLED,AUTO-OFF_1G
