TENANT_NAME,VRF_NAME,PEER_GROUP,CONTROL_STATE,EBGP_ADMIN_DISTANCE,IBGP_ADMIN_DISTANCE,LOCAL_ADMIN_DISTANCE,MAX_EBGP_ECMP,MAX_IBGP_ECMP
SS,DEFAULT_VRF,LAN_CORE_FW,none,20,200,220,16,16
